Text ID	English	German	French	Spanish	Russian	Italian	Chinese	Japanese			
&Text.Inmate.Snitch.Character.Like	Posso ir?	Kann ich mitkommen?	Je peux venir ?	¿Puedo ir?	Я могу пойти?	Posso venire?	我能来吗？	ついてっても？			
&Text.NPC.Maintenance.Idle	Alguém quebre alguma coisa para mim fazer o meu trabalho!	Kann jemand was kaputt machen und mir Arbeit verschaffen?	Que quelqu'un casse quelque chose et me fasse bosser !	¡Que alguien rompa algo para poder hacer mi trabajo!	"Вот опять все разворотили, а разгребать мне"	"Qualcuno rompa una cosa, così ho qualcosa da fare!"	有人把什么东西弄坏了， 于是我就有活干了！ 	誰かが何かをぶっ壊せば、 私に仕事が舞い込んでくる！			
&Text.Guards.FoodHall	Näo creio que está comendo isto!	"Kann nicht glauben, dass du das isst!"	Vous mangez vraiment ça ?!	¡No me creo que te lo estés comiendo!	"Не могу поверить, что ты это ешь!"	Non ci credo! Lo state mangiando!	无法相信你居然吃这玩意儿！ 	そんなモノ、 よく食うな！			
&Text.Player.InventoryFull	Näo posso mais carregar itens!	Kann nicht noch mehr tragen!	Je ne peux plus rien porter !	¡No puedo llevar más cosas!	Я больше не унесу!	Non posso portare altro!	我无法携带更多物品了！ 	これ以上アイテムを持てない！			
&Text.Guards.CombatEnded	Devo ter usado muita força aqui!	"Kann sein, dass ich hier übertrieben hab!"	J'y suis peut-être allé un peu fort là !	¡A lo mejor me he pasado un poco!	"Кажется, здесь была применена чрезмерная сила!"	Forse ho usato troppa forza!	刚刚似乎下手太重了！ 	これでも手加減してやった！			
&Text.NPC.MedicSolitary	Uma estadia na geladeira para você.	Kannst dich jetzt abkühlen.	Un séjour au frigo pour toi.	A la trena que vas.	Тебе надо остыть	Raffreddati un po’	你一个人冷静冷静吧	少し頭を冷やしてこい			
&Text.NPC.Counselor	"Fale comigo quando precisar, mas näo agora."	Kannst jederzeit mit mir sprechen. Nur jetzt nicht.	"Tu peux me parler quand tu veux, mais pas maintenant."	"Dime lo que quieras, pero no ahora."	"Можешь обращаться ко мне в любое время, но только не прямо сейчас"	"Sentiti libero di parlare con me quando vuoi, ma non ora"	你随时可以来找我谈。 但现在不行	今は取り込み中だが、 いつでも話に来るといい			
&Text.NPC.Warden	Näo está nada mal.	Kannst schon staunen.	Vous pouvez admirer !	No es malo asombrarse.	Восхищайся на здоровье	È bello meravigliarsi	觉得惊奇很正常	驚いたっていいんだぞ			
&Text.Guards.RollCallMain	O que está mastigando?	Kaust du?	Vous mâchez ?	¿Qué masticas?	Врубаетесь?	Stai masticando?	你在嚼东西吗？	ガムをかんでるのか？			
&Text.Inmates.JobChat	Está controlado...	Kein Problem ...	Je gère...	Está controlado...	Понял...	Ci penso io...	我能行……	コツをつかんだ…			
&Text.Inmates.Gym	Tranquilo.	Kein Schweiß.	À l'aise.	Tranquilo.	Легко	Senza fatica	轻轻松松	余裕だ			
&Text.Guards.Gym	Pare de desperdiçar tempo.	Kein Unsinn jetzt.	Ça ne rigole pas.	Dejad de perder el tiempo.	Не отлынивать	Qui non si gioca	别给我捣乱	今はふざけるな			
&Text.NPC.Maintenance	Näo vejo diferença!	Kein Unterschied!	On voit pas la différence !	¡No se nota la diferencia!	Вообще не отличить!	Non si nota la differenza!	看不出有啥区别！ 	違いがわからん！			
&Text.Guards.Showers	Näo é de admirar que sua esposa tenha te deixado.	"Kein Wunder, dass du Single bist."	Normal que tu sois célibataire.	No me extraña que tu esposa te dejase.	"Ясно, почему от тебя жена сбежала"	Ci credo che non hai una donna	怪不得你的配偶离你而去	家族に捨てられて当然だ			
&Text.NPC.Chef	Näo tenho ideia do que estou fazendo.	"Keine Ahnung, was ich hier mache."	Qu'est-ce que je fais...	Ni sé lo qué estoy haciendo.	"Понятия не имею, что я делаю"	Non so cosa sto facendo	我不知道自己在干嘛	自分でも何を作ってんだか…			
&Text.Inmates.Banter	Sem mais meias-medidas.	Keine halben Sachen mehr.	Plus de demi-mesures.	No más medias tintas.	Больше никаких полумер	Niente più mezze misure	不强硬的折中政策到此为止	一気にケリをつけてやる			
&Text.Guards.Showers	Näo tem toalhas... Podem se secar ao 'Ar Livre'!	Keine Handtücher ... Luft trocknet auch!	Pas de serviettes... Séchez à l'air libre !	No hay toallas... ¡Podéis secaros al aire!	Нет полотенец... Вы все обсохнете на воздухе!	Niente asciugamani... Asciugatevi all’aria!	没有毛巾…… 你们全都‘风干’吧！ 	タオルはない、 すべて自然乾燥だ！			
&Text.Guards.Gym	Näo tenha vergonha!	Keine Scham!	On y va !	¡No os cortéis!	Ничего!	Spudorati!	没什么丢脸的！ 	照れずにやれ！			
&Text.Guards.Gym	Aqui ninguém descansa.	Keine Zeit für Ruhe.	On se bouge.	Aquí no se descansa.	Нет времени на отдых	Non riposatevi!	没时间休息了	リラックスの時間じゃない			
&Text.Guards.EscapeAttempt	Ninguém me engana.	Keiner ist schlauer als ich.	Personne ne me dupe...	Nadie me engaña...	Никто меня не перехитрит...	Nessuno mi frega...	没人比我更聪明……	私を出し抜けると思うな…			
&Text.Inmates.PlayerRep1	Ninguém te suporta.	Keiner mag dich.	Personne ne t'aime.	Nadie te soporta.	Никто тебя не любит	Non piaci a nessuno	没人喜欢你	あんたは嫌われ者だ			
&Text.NPC.Maintenance.Idle	Ninguém lhe entende.	Keiner versteht mich.	Personne me comprend.	Nadie lo entiende.	Никто не понимает	Nessuno capisce	没人能懂	誰もわかってくれない			
&Text.Lockdown	Resolva isso!	Klär das!	Réglez ça !	¡Arréglalo!	Разберись!	Risolvi la cosa!	把事情办好！ 	なんとかしろぉ！			
&Text.NPC.Warden	"Detentos... me däo calafrios, cara!"	Knackis ... Sie jagen mir Angst ein!	Les... Les détenus me font flipper !	"Presos... me dan escalofríos, tío."	Зэки... Зэки наводят на меня жуть!	Galeotti... mi fanno venire i brividi	罪犯…… 罪犯太吓人了老兄！ 	囚人どもはゾッとするよ！			
&Text.NPC.Warden	"Presos, presos, presos… "	"Knackis, Knackis, ... "	"Ah, les détenus... "	"Presos, presos, presos... "	"Зэки, зэки, зэки... "	"Detenuti, detenuti... "	罪犯、 罪犯、 罪犯…… 	囚人、 囚人、 また囚人…			
&Text.NPC.Warden	Detentos por toda a parte.	"Knackis, so weit das Auge reicht."	Des détenus à perte de vue.	Presos por todas partes.	Куда ни глянь — везде зэки	Detenuti a perdita d’occhio	一眼望去全是罪犯	見渡すかぎり囚人ばかり			
&Text.GuardDog.Doggie	Grunido.	Knurr	Groaar	Gruñido	Рычит	Grunido.	低吼	ウーッ			
&Text.Inmates.Attacked.Doggie	Grunido.	Knurr	Groaar	Gruñido	Рычит	Grunido.	低吼	ガルルゥッ			
&Text.NPC.MedicCarrying	Foi divertido.	"Komisches Gefühl, hm?"	Une mauvaise chute.	Habrá sido divertido.	"Уверен, было смешно"	Che brutta caduta	这一跤肯定摔得很滑稽	ヘンな転び方をしたな			
&Text.Guard.Heat	Venha aqui, $name !	"Komm her, $name!"	"Viens là, $name !"	"¡Ven aquí, $name!"	"Иди сюда, $name!"	"Vieni qui, $name!"	$name ， 过来！ 	こっちへ来い、 $name！			
&Text.Guard.Heat	Ei, venha aqui!	"Komm her, du!"	"Viens là, toi !"	¡Ven aquí!	"Эй, ты, иди сюда!"	Vieni qui!	你给我过来！ 	おい、 こっちだ！			
&Text.Chase.Missing	"Ei você, saia daí, de onde quer que esteja..."	"Komm heraus, wo auch immer du bist ..."	"Sortez, sortez, où que vous soyez..."	"Sal de ahí, dondequiera que estés..."	"Выходите, выходите, где бы вы ни были..."	"Su, su, venite fuori, dovunque voi siate..."	不管你在哪儿， 快快出来……	鬼さんこちら、 手の鳴るほうへ…			
&Text.NPC.FavourAttention	Venha, rápido!	Komm hierher!	Viens là !	"¡Ven, rápido!"	Иди сюда!	Vieni qui!	来此处！ 	こっちだ！			
&Text.Guard.Chat	Mova-se, $name !	"Komm in die Gänge, $name."	"Bouge-toi, $name !"	Muévete con $name.	"Давай шевелись, $name"	"Sbrigati, $name"	$name， 快点走	さっさと行け、 $name			
&Text.Guard.CharacterTardy	"Mova-se, $name !"	"Komm in die Gänge, $name."	"Bouge-toi, $name !"	"Muévete, $name."	"Давай, шевелись, $name"	"Datti una mossa, $name"	$name， 快点走	チンタラするな、 $name			
&Text.Guards.Gym	Mantenha sua forma!	Komm in Form!	Travaillez l'allure !	¡Arregla tu imagen!	Приведи себя в форму!	Mettetevi in forma!	好好锻炼！ 	フォームを見つけろ			
&Text.Guards.MaxPrisonAlertness	Saia para a luz, pequeno!	"Komm ins Licht, Kleiner!"	Sors de ta cachette !	"¡Sal a la luz, pequeño!"	"Выходи на свет божий, малыш!"	"Vieni fuori, piccoletto!"	小家伙， 到亮处来！ 	出てこい、 囚人め！			
&Text.Guard.CharacterTardy	Apresse-se, $name…	"Komm schon, $name!"	"Du nerf, $name !"	"Cámbialo, $name..."	"Шевелись, $name…"	"Sbrigati, $name…"	$name， 快点……	走れよ、 $name…			
&Text.Guard.Chat	Andando, $name !	"Komm schon, $name."	"Allez, $name."	"Venga, $name."	"Пошел, $name"	"E muoviti, $name"	$name， 快点	おいおい、 $name			
&Text.GuardAlert.Disguise	Sai com a gente depois do trabalho?	Kommst du nach der Arbeit mit uns mit?	Tu nous rejoins après le boulot ?	¿Sales con nosotros después de trabajar?	Ты идешь с нами после работы?	Vieni con noi dopo il lavoro?	下班后你跟我们出来吗？	仕事のあとで一杯どうだ？			
&Text.NPC.Maintenance.Idle	Quer sair para jogar depois?	Kommst du später zum Spielen?	Tu viens jouer après ?	¿Quieres salir a jugar después?	Придешь на игру?	Vieni a giocare più tardi?	你过一会儿出来玩吗？	あとで一緒に遊ぼうか？			
&Text.Inmates.GuardBanter	"Vamos lá, detentos malucos, andando!"	"Kommt schon, Knackis, bewegt euch!"	"Allez, les tarés. On se bouge !"	"Vamos, presos pirados, ¡en marcha!"	"Эй вы, зэки, шевелитесь!"	"Forza, pazzoidi, muovetevi!"	你们这些懒鬼罪犯给我快点走！ 	どうした、 囚人ども！さっさと動け！			
&Text.NPC.Gardener	Os círculos nas plantaçöes podem ser quadrados?	Können Kornkreise quadratisch sein?	Des cercles de cultures carrés ?	¿Los círculos de las cosechas pueden ser cuadrados?	Круги могут быть квадратными?	Esistono cerchi nel grano quadrati?	麦田圈能变成方的吗？	ミステリーサークルって丸かったっけ？			
&Text.Inmates.Showers	Estäo com uma boa aparência...	Können sich wohl nicht sattsehen ...	Ça se rince l'œil...	Están echando un buen vistazo...	У него хороший взгляд...	Si scambiano certe occhiate...	都被他们看光光啦……	みんないいカラダしてるよな…			
&Text.NPC.MedicCarrying	Podemos ignorar este?	Können wir den nicht ignorieren?	On ne peut pas ignorer celui-ci ?	¿Podemos ignorar a este?	Мы не можем пропустить этого?	Possiamo far finta di niente?	我们能无视这家伙吗？	こいつは無視してよくないか？			
&Text.NPC.Warden	Podemos instalar uma banheira de hidromassagem?	Können wir einen Whirlpool haben?	On peut installer un jacuzzi ?	¿Podemos poner un jacuzzi?	Мы можем установить джакузи?	Possiamo avere un idromassaggio?	我们能装一个热水浴缸吗？	ジャグジーは設置できそうか？			
&Text.Inmates.AttackedRunsAway	Näo podemos nos dar bem?	Können wir uns nicht vertragen?	On peut pas juste s'entendre ?	¿No podemos llevarnos bien?	Мы не можем все просто жить в мире?	Non potremmo andare d’accordo?	我们不能好好相处吗？	仲直りしません？			
&Text.Guards.FoodHall	"Podem fazer mais barulho, seus porcos?!"	"Könntet ihr noch etwas lauter sein, ihr Tölpel?!"	"Vous pourriez faire encore plus de bruit, les pécores ?!"	"¡¿Podéis hacer más ruido, catetos?!"	Вы чавкаете как стадо кабанов!	"Riuscireste a fare ancora più rumore, zotici?"	你们这帮乡巴佬能再发出点噪音吗？！ 	これ以上騒いでみろ、 下等民ども！			
&Text.Guards.FoodHall	Näo ousa vomitar no meu piso!	Kotz ja nicht auf meinen Fußboden!	Ne songez même pas à vomir sur mon sol !	¡Ni se te ocurra vomitar en mi suelo!	Не вздумай мне пол заблевать!	Non osare vomitare sul mio pavimento!	不许你吐在我的地板上！ 	床に吐くんじゃないぞ！			
&Text.Guards.MaxPrisonAlertness	Conserte isto antes que o Diretor suspeite...	"Kümmert euch drum, bevor der Wächter Wind bekommt ..."	Réglez ça avant que le directeur l'apprenne...	Arregla esto antes de que el alcaide sospeche…	"Разберись, пока надзиратель ничего не пронюхал..."	Risolvete la cosa prima che lo sappia il direttore...	把这个搞定， 不然典狱长要觉察到的……	所長に気づかれる前に対処しないと…			
&Text.Guards.Showers	Perdäo e um beijinho.	Kuss und Versöhnung.	Rabibochez-vous.	Perdón y un besito.	Мир-дружба!	Fate pace	亲一下然后和解吧	キスして仲直りってな			
&Text.Inmates.Banter	Está vendo eu sorrindo?	Lach ich etwa?	Tu me vois rire ?	¿Ves que me ría?	"Похоже, что я смеюсь?"	Sto forse ridendo?	你看到我笑了？	笑ってるだろ？			
&Text.NPC.Warden	La-di-daaaaa… 	La-di-daaaaa... 	La-di-daaaaa… 	La-di-daaaaa… 	Ла-ди-да-а-а... 	La-di-daaaaa… 	啦~嘀~哒~ 	ララララ～			
&Text.NPC.Counselor	Só respira lentamente.	Langsam atmen.	Respire lentement.	Solo respira lentamente.	Просто дыши	Respira lentamente	慢慢呼吸	とにかくゆっくり深呼吸を			
&Text.Guards.RollCallMain	Estou aborrecendo vocês? Que BOM.	Langweile ich euch alle? Wenn ja ... GUT.	Je vous ennuis ? TANT MIEUX.	¿Os estoy aburriendo? Entonces... BIEN.	Я вас достал? Если так... ХОРОШО.	Sono forse noioso? Se è così... BENE.	我让你们都感觉无聊了吗？ 如果是……那就正好。 	私の話は退屈か？ ならよかった			
&Text.Guards.Inactive	Estou chateado…	Langweilig ...	Je m'ennuie...	Me aburro...	Так скучно...	Che noia...	好无聊……	退屈すぎる…			
&Text.Inmates.PlayerRep1	Você me aborrece.	Langweilig!	Tu m'ennuies.	Me aburres.	Ты меня достал	Mi annoi	你这人真无聊	あんたは退屈だ			
&Text.NPC.Maintenance.Idle	Estou chateado.	Langweilig.	Quel ennui	Me aburro.	Так скучно	Che noia	好无聊	退屈すぎる			
&Text.Lockdown	Chateado.  Estou chateado.  Estou sempre chateado!	Langweilig. So langweilig. Immer so langweilig!	Si ennuyeux. Toujours aussi ennuyeux !	Aburrido. Muy aburrido. ¡Demasiado aburrido!	Скучно. Как скучно. Всегда так скучно!	Noioso. Molto noioso. Sempre noioso!	无聊。  真无聊。  总是这么无聊！ 	つまらん、 つまらん、 つまらーん！			
&Text.ChatToGuard	Sem cochichos.	Lass das Murmeln.	Ne marmonne pas.	No murmures.	Хватит мямлить	Basta borbottare	别嘟哝了	ブツブツ言うな			
&Text.GuardTellingOffCarrying	Solte isso ou faço você soltar!	Lass fallen oder du bist tot!	Lâche-ça ou je te descends !	¡Suéltalo o hago que lo sueltes!	"Брось это, или тебе кранты!"	Mettilo a terra o ti ci metto io	把东西放下， 不然我就放倒你！ 	そいつを置け！殴られたいか！			
&Text.GuardTellingOffCarrying	Solte isso!	Lass fallen!	Lâche ça !	¡Suéltalo!	Брось!	Lascialo!	把东西放下！ 	そいつを置くんだ！			
&Text.GuardAlert.Theft	Solte isso!	Lass fallen!	Lâche ça !	¡Suéltalo!	Брось!	Lascialo!	把东西放下！ 	その手を放せ！			
&Text.Guards.Showers	Largue isso!	Lass los!	Lâche ça !	¡Deja eso!	Отпусти это!	Lascia stare!	放下那东西！ 	そいつを捨てろ！			
&Text.Inmates.Showers	Näo me solte.	Lass nicht los.	Lâche rien.	No me sueltes.	Не сдавайся	Non lasciarmi	别放手	捨てないでくれよぉ…			
&Text.GuardAlert.Disguise	Näo deixem te acertar.	Lass sie nicht an dich ran.	Te laisse pas impressionner.	No dejes que te afecten.	Не дай им задеть тебя за живое	Non farti innervosire da loro	别让他们逮到你	あいつらにナメられるな			
&Text.Guards.Lockdown	Solte os cäes!	Lasst die Hunde frei!	Lâchez les chiens !	¡Soltad a los perros!	Спускай собак!	Slegate i cani!	放狗！ 	番犬をはなて！			
&Text.Guards.RollCallMain	Vamos deixar as coisas claras...	Lasst uns etwas klarstellen ...	On va mettre quelque chose au clair...	Vamos a dejar las cosas claras...	Давайте проясним ситуацию...	Chiariamo alcune cose...	我们把话说清楚……	単刀直入に言おう…			
&Text.NPC.Janitor	Sinta se livre para pisar no piso que acabei de esfregar!	Latsch einfach über den frisch gewischten Boden!	"Vas-y, te gêne pas, marche sur ce que j'ai lavé !"	¡No pasa nada si pisas el suelo que acabo de fregar!	"Можешь пройти по полу, который я только что вымыл!"	"Prego, camminate pure sul pavimento che ho appena pulito!"	我刚刚把那里的地面拖干净了， 你们随便踩！ 	どうぞ、 今モップがけしたばかりの床をお歩きください！			
&Text.Inmates.MaxPrisonAlertness	Corre!	Lauf!	Courez !	¡Corre!	Беги!	Correte!	快跑！ 	逃げろ！			
&Text.Inmates.MaxPrisonAlertness	Salve suas vidas!	Lauft um euer Leben!	Sauve qui peut !	¡Salvad vuestras vidas!	Беги из всех сил!	Si salvi chi può!	各自逃命吧！ 	全力で逃げろぉぉ！			
&Text.NPC.Medic	A vida... sempre abre caminho.	Leben ... findet nen Weg.	La vie trouve un chemin.	La vida siempre se abre camino.	Жизнь... найдет выход	La vita... trova il modo	车到山前必有路	生命は…道を見つけるものだ…			
&Text.Guard.InterjectFight	Leeroyyyyy Jennnkins!	Leeroyyyyy Jennnkins!	Leeroyyyyy Jennnkins !	¡Leeroyyyyy Jennnkins!	Лиро-о-ой Джен-нкинс!	Leeroyyyyy Jennnkins!	莱罗伊·詹金斯！ 	アムロ、 いきまーす！			
&Text.GuardTellingOffCarrying	É melhor soltar isso!	Leg das lieber hin!	Pose ça !	¡Mejor que sueltes eso!	Лучше положи это!	È meglio che lo lasci!	最好把那东西放下！ 	そいつを置け！			
&Text.Guard.Stealing	Devolva isto, ladräozinho!	"Leg das zurück, du Dieb!"	"Repose ça, vermine !"	"¡Devuelve eso, ladronzuelo!"	"Положи обратно, ворюга!"	"Rimettilo a posto, rubagalline!"	你个小偷， 把那东西放回去！ 	そいつを戻せ、 盗っ人！			
&Text.NPC.Gardener	Ajuste as linhas.	Lege hier die Grundsteine.	On pose les fondations.	Ajusta las líneas.	Провожу подготовку	Lascio fare al terreno	正在打地基	地均しをしている			
&Text.Inmates.Gym	Vamos aumentar a aposta!	Legen wir einen Zahn zu!	On monte la mise !	¡Subamos la apuesta!	Повышаем ставки!	Alziamo la posta!	加大重量！ 	上げてくぞぉ！			
&Text.Inmates.Gym	Vamos aumentar a intensidade.	Legen wir mal einen Gang zu.	"Allez, on va plus loin."	Vamos a aumentar la intensidad.	Надо выложиться как следует	Aumentiamo il livello	加大难度	ちょいと上げてみっか			
&Text.NPC.Maintenance.Idle	É uma pena ter perdido na noite passada, mas os caras disseram que eles deixaram uma mensagem...	"Leider hab ich letzte Nacht verpasst, aber die Jungs haben wohl eine Nachricht hinterlassen."	"Dommage que j'aie raté la soirée, mais au moins les autres m'ont laissé un message..."	"Qué pena haberme perdido lo de anoche, pero los chicos dicen que dejaron un mensaje..."	"Жаль, что я пропустил прошлую ночь, но по крайней мере, как говорят, они оставили послание..."	"Peccato non essere andato ieri sera, ma almeno mi hanno detto di aver lasciato un messaggio..."	真可惜我错过了昨晚的好戏， 但至少那帮家伙说他们留了条消息……	昨晩は行けなくて残念だったが、 伝言が残っていただけマシか …			
&Text.Guards.FoodHall	Façam menos barulho!	Leiser!	Baissez d'un ton !	¡Haced menos ruido!	Отставить шум!	Abbassate il volume!	小声点！ 	静かに食え！			
&Text.Inmates.JobChat	Aprendam com o mestre.	Lerne vom Besten.	Apprends avec le maître.	Aprende del maestro.	Учитесь у мастера	Impara dal maestro	老师傅亲自示范， 还不学着点	名人に学べってな			
&Text.Visitor.Banter	Fomos roubados na noite passada.	Letzte Nacht wurden wir ausgeraubt.	On s'est fait cambrioler.	Anoche nos robaron.	Прошлой ночью нас ограбили	Ieri siamo stati derubati	昨天有人入室偷了我们的东西	昨晩強盗にあってね			
&Text.Inmate.ProcessingItemJob	No fim do dia isso é apenas um trabalho, näo é mesmo?!	"Letzten Endes ist es doch nur Arbeit, oder?!"	"Au final, ce n'est que du travail, pas vrai ?"	"Al fin y al cabo solo es trabajo, ¿no?"	"В конце концов, это всего лишь работа, верно?!"	"Alla fine, è solo lavoro, giusto?"	到头来只是工作， 不是吗？！ 	結局はただの仕事だろ？			
&Text.Inmates.Showers	Estamos acostumados com o amor.	Liebe ist uns nicht fremd.	"L'amour, ça nous connaît."	Estamos acostumbrados al amor.	"Мы знаем, что такое любовь"	Sappiamo cos’è l’amore	爱对我们来说并不陌生	愛なら互いによく知ってる			
&Text.Guards.FoodHall	Antes você do que eu...	Lieber du als ich ...	Plutôt vous que moi...	Mejor tú que yo...	"Лучше ты, чем я..."	Meglio te che me...	是你总比是我强……	食うのがおまえらでよかった…			
&Text.NPC.Chef	Antes eles do que eu.	Lieber sie als ich.	Mieux vaut eux que moi.	Mejor ellos que yo.	"Лучше они, чем я"	Meglio loro che me	是他们总比是我强	作るより食うほうがマシだ			
&Text.Inmates.FoodHall	Prefiro morrer de fome.	Lieber verhungere ich.	Plutôt mourir de faim.	Antes muero de hambre.	Лучше сдохну от голода	Preferisco morire di fame	我宁愿饿肚子	餓死したほうがマシだ			
&Text.Guards.Shakedown	A lista de busca de hoje…	Liste der heute zu filzenden Zellen:	Liste des fouilles du jour...	Lista de registros de hoy...	Список обыска на сегодня...	Le perquisizioni di oggi...	今天的搜查名单如下……	本日の所持品検査は…			
&Text.Inmates.PlayerRep2	lol	lol	MDR	¡Ja!	ржу не могу	lol	哈哈哈	ハハハ			
&Text.Guard.CharacterKnockedOut	lol	lol	LOL	lol	ржу не могу	lol	哈哈哈	ハハハ			
&Text.Inmates.CombatEnded	lol!	lol!	LOL !	¡Ja!	ржу не могу!	lol!	哈哈哈！ 	ヒャハハ！			
&Text.Guards.LockdownStart	ACABOU PESSOAL... ISTO É UM ISOLAMENTO!	"LOS GEHT’S, LEUTE – VERRIEGELUNG!"	C'EST PARTI. ÉTAT D'URGENCE !	SE ACABÓ. ¡ESTO ES UN BLOQUEO!	"НАЧАЛОСЬ, НАРОД, — ИЗОЛЯЦИЯ!"	"CI SIAMO, GENTE, LOCKDOWN!"	好了， 大伙儿听着：封锁开始了！ 	いくぞ、 施設封鎖だ！			
&Text.Inmates.Showers	Näo se iluda.	Mach keinen Blödsinn ...	Te fais pas d'idées...	No te hagas ilusiones...	Понятия не имею...	Non fare pensieri strani...	别动什么歪脑筋……	妙なことしたら…			
&Text.Guards.FoodHall	Devagar, devagar.	Mach langsam.	Ralentissez.	Más despacio.	Помедленнее	"Piano, piano"	慢点	ゆっくり食えよ			
&Text.Inmates.Banter	Faça me feliz! Traga-me o sol!	Mach mich froh! Gib mir Sonnenschein!	Fais-moi plaisir ! Apporte-moi du soleil !	¡Hazme feliz! ¡Tráeme el sol!	Сделай меня счастливым! Подари мне восход!	Fammi felice! Portami il sole!	让我开心开心！ 给我带来阳光！ 	幸福を授けよ！光を授けよ！			
&Text.NPC.JobstaffRandom	Faça um trabalho com o qual possa se orgulhar!	"Mach nen Job, der dich stolz macht!"	Trouve un travail gratifiant !	¡Trabaja en algo enorgullecedor!	"Делайте работу, которой можно гордиться!"	Fate un lavoro di cui andare fieri!	干自己引以为傲的工作！ 	自分が誇れる仕事をするんだ！			
&Text.Guards.Gym	Faça valer a pena.	Mach was draus.	Donnez tout.	Que valga la pena.	Выложись по полной	Fatevi valere	别浪费了	一歩一歩だ			
&Text.Inmates.PlayerRep1	Continua.	Mach weiter.	Remue-toi.	Pírate.	Продолжай	Va’ via	满帆前进	立ち止まるな			
&Text.NPC.MedicDismissFromSolitary	Sinta-se confortável!	Mach’s dir bequem!	Après toi !	¡Arrópate!	Подкрепись-ка!	"Dentro, forza!"	进去吧你！ 	少し寝とけ！			
&Text.Inmates.Showers	Está me seguindo?	Machst du mir den Rücken?	Tu me frottes le dos ?	¿Me frotas la espalda?	Потри мне спинку!	Mi lavi la schiena?	把我擦擦背好吗！ 	背中を流してくれ！			
&Text.ChatToGuard	Está começando algo?	Machst du Stress?	Tu prépares quelque chose ?	¿Vas a empezar algo?	Ты что-то замышляешь?	Vuoi iniziare qualcosa?	你想搞事情？	何かおっ始める気か？			
&Text.Guards.Lockdown	Cassetetes preparados!	Macht die Schlagstöcke bereit!	"Matraques en main, les gars !"	¡Porras preparadas!	Готовь дубинки!	Manganelli pronti!	弟兄们， 准备好警棍！ 	警棒を用意しろ！			
&Text.Guards.Gym	"Até quebrá-los, imbecis!"	"Macht euch bereit, Trottel!"	"Bougez-vous, abrutis !"	"¡Hasta romperos, imbéciles!"	"Выложитесь, пацаны!"	"Spaccatevi, idioti!"	蠢货们， 把自己练趴下吧！ 	てめえをぶっ壊せぇ！			
&Text.Inmates.JobChat	Abram passagem para um trabalhador!	Macht Platz für den Arbeiter!	Agent en approche !	¡Abran paso a un trabajador!	Разрешите пройти работнику!	Lavoratore in arrivo!	工人来了， 借过！ 	労働者のおな～り～！			
&Text.Inmates.Banter	Abram passagem para o rei!	Macht Platz für den König!	Faites place au roi !	¡Abrid paso al rey!	Дорогу королю!	Fate spazio al re!	为国王让路！ 	王様のおな～り～！			
&Text.Inmates.Banter	Näo gosto de como está me olhando.	"Mag nicht, wie er mich angesehen hat."	J'ai pas aimé sa façon de me regarder.	No me gusta cómo me ha mirado.	"Мне не понравилось, как он на меня посмотрел"	Non mi piace come mi ha guardato	我不喜欢他看我的眼神	野郎の目つきが気に入らなかった			
&Text.NPC.Maintenance	Mágica.	Magie.	Magie.	Mágico.	Волшебно	Magia	魔法	まさに魔法だ			
&Text.NPC.JobstaffBanter	Quer parar de gracinhas e ir direto para o assunto?	"Mal Lust, den Gauner in dir sein zu lassen und was Ehrliches zu versuchen?"	"Ça te dit d'oublier le côté truand et d'être honnête, pour une fois ?"	¿Quieres sacarte al idiota que tienes dentro y hacer las cosas bien?	"Представьте, что можно забыть о воровском прошлом и начать жить по-людски?"	Volete mandar via il furfante che è in voi e filare dritto?	这次别想那么多， 试试直截了当如何？	ダメな自分に別れを告げ、 まっとうなことをやってみないか？			
&Text.Inmates.AttackedRunsAway	Mamäe!	Mami!	Maman !	¡Mamá!	Мама!	Mamma!	妈妈！ 	ママ～！			
&Text.Visitor.Greet	Acabam de confirmam…	Man hat mir grad bestätigt ...	J'ai eu confirmation...	Me lo acaban de confirmar...	Получил подтверждение...	Me l’hanno confermato ora...	刚刚得到了确认……	たった今、 確認がとれた…			
&Text.Inmates.DetachedFromEquipment	Alguma pessoa...	Manche Leute ...	Ceux-là...	Alguna gente...	Некоторые люди...	Quella gente...	有些人……	クズどもめ…			
&Text.NPC.JobstaffRandom	Alguns de vocês querem seguir os passos de seus pais... mas querem ficar para sempre na prisäo?	"Manche von euch wollen in die Fußstapfen ihrer Väter treten ... aber seid ihr bereit, euer Leben im Knast zu verbringen?"	Vous allez peut-être vouloir suivre les traces de votre père... mais vous êtes prêts à rester enfermés toute votre vie ?	Algunos querréis seguir los pasos de vuestro padre... ¿pero queréis estar para siempre en la cárcel?	Кто-то из вас пойдет по стопам отца... Но неужели вам хочется застрять здесь навсегда?	Alcuni di voi vogliono seguire le orme dei padri... ma volete davvero passare la vita in prigione?	你们中有些人想继承父亲的事业……但你们准备好一辈子呆在监狱里了吗？	先人と同じ道をたどって… 一生塀の中で暮らすことになるぞ？			
&Text.Inmates.JobChat	As vezes supero a mim mesmo.	Manchmal übertreff ich mich.	"Je me surpasse, parfois."	A veces me supero a mí mismo.	Иногда я превосхожу самого себя	A volte supero me stesso	有时候我能超越自我	たまに自分を超えちまう			
