Text ID	English	German	French	Spanish	Russian	Italian	Chinese	Japanese		
Text.Prison.Transport_Train	Ferrovia Cougar Creek	Ferrovia Cougar Creek	Ferrovia Cougar Creek	Ferrovia Cougar Creek	Ferrovia Cougar Creek	Ferrovia Cougar Creek	美洲狮海湾铁路	クーガークリーク鉄道		
Text.Prison.Transport_Train.Description	Você e os abutres que voam sobre sua cabeça sabem bem o destino que te espera quando o trem chegar a última estaçäo. Se tem planos de ver outro nascer do sol, é melhor desembarcar usando qualquer meio necessário.	"Du und die Geier über dir wissen, welches Schicksal dich erwartet, wenn dieser Zug sein Ziel erreicht. Wenn du noch einen Sonnenaufgang erleben willst, steigst du hier lieber aus, egal, was du dafür tun musst."	"Toi et les vautours qui volent au-dessus savez ce qui se trouve au bout de cette ligne. Si tu souhaites voir un autre lever de soleil, tu ferais mieux de te tirer à tout prix."	"Tú y los buitres que revolotean encima de ti sabéis el destino que os espera cuando el tren llegue a la última estación. Si piensas ver otro amanecer, será mejor que te bajes donde puedas."	"Только вы и стервятники, парящие в небе, знаете, какая судьба ждет вас в конце железнодорожного полотна. Если вы планируете увидеть еще один восход, вам лучше покинуть корабль, чего бы это ни стоило."	"Tu e gli avvoltoi sopra la tua testa sapete che destino vi attende quando questo treno raggiungerà il capolinea. Se hai intenzione di vedere un’altra alba, farai meglio a scendere con qualsiasi mezzo necessario."	你和上空的秃鹫都知道这列火车到达目的地后， 你会迎来怎样的命运。 如果你想见到明天的日出， 就最好想尽办法逃下火车。 	この列車が終着駅へたどり着いた時、 どんな運命が待っているのか… それを知っているのはキミと、 上空を旋回するハゲタカたちだけ。 もう一度朝日を拝みたいのなら、 どんな手を使ってでも 途中下車しなければならない。		
Text.Prison.Tutorial	Precinto 17	Precinto 17	Commissariat 17	Precinto 17	Precinto 17	Precinto 17	17号警区	第17分署		
Text.Prison.Tutorial.Description	Este centro de detençäo opcional para infratores é o local perfeito para aprender ou refrescar as noçöes básicas do que precisará quando for preso para valer.	"Dieses optionale Gefangenenlager für Missetäter ist der ideale Ort, um die Grundlagen zu lernen oder aufzufrischen, die du bei einer Inhaftierung brauchst."	Ce centre de détention optionnel pour délinquants est l'endroit idéal pour apprendre ou réapprendre les bases de l'évasion dont tu auras besoin quand tu seras vraiment incarcéré.	Este centro de retención opcional para malhechores es la ubicación perfecta para aprender o refrescar las nociones básicas de lo que necesitarás cuando seas encarcelado.	"Этот дополнительный пересыльный центр для нарушителей пригодится вам, чтобы получить или освежить в памяти знания, которые пригодятся во время настоящего заключения."	"Questo centro di detenzione per trasgressori è il luogo perfetto per imparare le cose fondamentali che ti serviranno quando la tua incarcerazione sarà definitiva, o per rinfrescarti le idee."	这座可选择的犯人监禁中心是你学习或温习正式服刑开始后的各项基本知识的绝佳场所。 	刑務所生活の基本を学ぶのに うってつけの、好きな時に入ることが 許される犯罪者収容センター。 リフレッシュしたい時にもおすすめ。		
Text.PrisonAlert.Caused	Isolamento iniciado	"Verriegelung ausgelöst,"	État d'urgence activé	Bloqueo iniciado	Введен режим изоляции	Lockdown attivato	已开始封锁	施設が封鎖された！		
Text.PrisonAlert.Chipping	porque $PlayerName foi pego quebrando.	weil $PlayerName beim Hacken erwischt wurde.	car $PlayerName s'est fait prendre à casser.	debido a que a $PlayerName lo han pillado picando.	т. к. заключ. $PlayerName пойман при проломе стены.	perché $PlayerName stava colpendo il muro.	因为 $PlayerName 在削凿时被逮到了。 	理由: $PlayerName が壁を壊しているところを見つかった。		
Text.PrisonAlert.Contraband	porque foi encontrado itens de contrabando.	weil Schmuggelware auf dem Boden gefunden wurde.	car des marchandises de contrebande ont été trouvées.	debido a que han hallado material de contrabando.	так как на этаже была найдена контрабанда.	perché c’era merce di contrabbando per terra.	因为有人在地上发现了违禁品。 	理由: 禁制品が床に落ちていた。		
Text.PrisonAlert.Cutting	porque $PlayerName foi pego cortando.	weil $PlayerName beim Sägen erwischt wurde.	car $PlayerName s'est fait prendre à couper.	debido a que $PlayerName lo han pillado cortando.	т. к. заключ. $PlayerName пойман при повреждении решетки.	perché $PlayerName stava tagliando il recinto.	因为 $PlayerName 在切割时被逮到了。 	理由: $PlayerName が柵を切っているところを見つかった。		
Text.PrisonAlert.DamagedTile	porque foi encontrado danos na prisäo.	weil Schäden am Gefängnis gefunden wurden.	car des dégâts matériels ont été constatés.	debido a que han encontrado daños en la prisión.	так как в тюрьме было обнаружено повреждение.	perché sono stati trovati danni alla prigione.	因为有人发现监狱受损。 	理由: 刑務所へのダメージが見つかった。		
Text.PrisonAlert.Decreased	Nível de Segurança diminuído	"Sicherheitslevel gesenkt,"	Niveau de sécurité réduit	Nivel de seguridad disminuido	Уровень безопасности понижен	Livello di sicurezza diminuito	戒备等级下降	警戒度が下がった		
Text.PrisonAlert.Digging	porque $PlayerName foi pego cavando.	weil $PlayerName beim Graben erwischt wurde.	car $PlayerName s'est fait prendre à creuser.	debido a que a $PlayerName lo han pillado excavando.	т. к. заключ. $PlayerName пойман при подкопе.	perché $PlayerName stava scavando.	因为 $PlayerName 在挖掘时被逮到了。 	理由: $PlayerName が穴を掘っているところを見つかった。		
Text.PrisonAlert.DugHole	porque foi encontrado um buraco.	weil ein Loch gegraben wurde.	car les gardiens ont trouvé un trou.	debido a que han hallado un agujero.	так как был обнаружен подкоп.	perché è stato trovato un buco.	因为有人发现了一个挖出的窟窿。 	理由: 掘った穴が見つかった。		
Text.PrisonAlert.ItemMissing	porque há uma chave perdida.	weil ein Schlüssel fehlt.	parce qu'une clé manque.	porque hay una llave perdida.	потому что нет ключа.	perché c’è una chiave che manca.	因为有把钥匙丢了。 	理由: カギの紛失に気づかれた。		
Text.PrisonAlert.MissedRoutine	porque $PlayerName perdeu a tarefa.	weil $PlayerName die Routine verpasst hat.	car $PlayerName n'a pas suivi sa routine.	debido a que $PlayerName se ha saltado la rutina.	так как заключенный $PlayerName нарушил режим.	perché $PlayerName non ha seguito la routine.	因为 $PlayerName 没有出席例行活动。 	理由: $PlayerName が日課をすっぽかした。		
Text.PrisonAlert.MissingTile	porque foi encontrado danos na prisäo.	weil Schäden am Gefängnis gefunden wurden.	car des dégâts matériels ont été constatés.	debido a que han encontrado daños en la prisión.	так как в тюрьме было обнаружено повреждение.	perché sono stati trovati danni alla prigione.	因为有人发现监狱受损。 	理由: 刑務所へのダメージが見つかった。		
Text.PrisonAlert.OutLightsOut	porque $PlayerName näo está em sua cela.	weil $PlayerName nicht in der Zelle war.	car $PlayerName a quitté sa cellule.	debido a que $PlayerName ha desaparecido de su celda.	так как заключенный $PlayerName отсутствовал в камере.	perché $PlayerName non era nella sua cella.	因为 $PlayerName 不在自己的牢房里。 	理由: $PlayerName が自分の房を抜け出した。		
Text.PrisonAlert.Raised	Nível de Segurança aumentado	"Sicherheitslevel erhöht,"	Niveau de sécurité augmenté	Nivel de seguridad aumentado	Уровень безопасности повышен	Livello di sicurezza aumentato	戒备等级上升	警戒度が上がった		
Text.Quest.Freeman	Entre o Martelo e a Rocha	Steinhammerharter Ort	Le marteau et l'enclume	Entre el pico y la pared	Между молотком и наковальней	Tra incudine e martello	坚硬之地	下水道を抜けて		
Text.Quest.Freeman.Desc	"Digamos que… você só deveria começar se estiver disposto em ir até o fim.\n\nVocê sabe, se escolher ir por esse caminho, eu poderei oferecer a minha ajuda.\n\nQue tal colocarmos em suas mäos algo literário?"	"Sag mal ... du solltest damit nur anfangen, wenn du es auch zu Ende bringen willst.\n\nWeißt du, wenn du diesen Weg gehen willst, dann kann ich dir meine Hilfe anbieten.\n\nWie wäre es, wenn du mir etwas Literatur beschaffen würdest?"	"Ne commence ceci que si tu veux aller jusqu'au bout.\n\nSi c'est ce que tu souhaites, je peux t'aider.\n\nEt si tu allais me chercher un peu de littérature ?"	"Digamos que... Solo deberías comenzar si estás dispuesto a llegar hasta el final.\n\nYa sabes, si eliges seguir por este camino, te podré ofrecer mi ayuda.\n\n¿Qué tal si nos ponemos algo literarios?"	"Слушай… Если ты не можешь довести дело до конца, не стоит его начинать.\n\nНо если решишься, я могу тебе помочь.\n\nКак насчет того, чтобы раздобыть мне кое-какую литературу?"	"Dì un po’... dovresti iniziare questa cosa solo se intendi portarla a termine.\n\nSai, se scegli di proseguire su questa strada posso offrirti il mio aiuto.\n\nChe ne dici di procurarti un po’ di letteratura per me?"	话说…… 如果你打算开始干， 就要坚持到底。 \n\n如果你选择走这条路， 我可以提供帮助。 \n\n你帮我弄到点文学作品如何？ 	先に言っておくが… こいつに取りかかるのは、 最後までやり遂げる覚悟が できた時だけに しておきな。\n\nそれでもこの道を 行きてえって 言うんなら、 オレが手を 貸してやろう。\n\nまずは本を 取ってきてもらおうか？		
Text.Quest.Freeman.Desc1	Uou… Estou impressionado. Que tal conseguir uma coisinha da $ItemSpawnLocation para mim?	"Wow ... Ich bin beeindruckt. Wie wäre es, wenn du mir etwas von $ItemSpawnLocation beschaffen würdest?"	Ouah... Je suis impressionné. Peux-tu me rapporter quelque chose de l'endroit : $ItemSpawnLocation ?	Vaya... Estoy impresionado. ¿Qué tal si me consigues algo de $ItemSpawnLocation?	Ого... Я под впечатлением. Не принесешь мне кое-что отсюда — $ItemSpawnLocation?	Wow... notevole. Che ne dici di prendermi qualcosina da $ItemSpawnLocation?	哇…… 了不起。 你帮我去 $ItemSpawnLocation 弄到点东西如何？ 	へえ、やるじゃねえか。 今度は $ItemSpawnLocation から、 ちょっとしたモノを 取ってきてくれるか？		
Text.Quest.Freeman.Desc2	"Acontece que, os guardas näo tiram o olho de cima de mim depois do incidente do roubo do livro - entäo preciso da sua ajuda!\n\nSeja um bom amigo e busque algo pra mim, ok?\n\nDepois que pegá-lo do $ItemLocation é melhor descartá-lo pelo vaso sanitário."	"Die Sache ist, die Wärter beobachten mich seit dem Vorfall mit dem gestohlenen Buch – also brauche ich deine Hilfe!\n\nSei so freundlich, und sammel etwas für mich ein, ja?\n\nAm besten spülst du es das Klo runter, wenn du es von $ItemLocation beschafft hast."	"En fait, les gardes me surveillent depuis l'incident du livre volé... alors, j'ai besoin de ton aide !\n\nIl faut que tu ailles chercher quelque chose pour moi, d'accord ?\n\nQuand tu l'auras récupéré à l'endroit : $ItemLocation, mets-le dans les toilettes et tire la chasse."	"La cosa es que los guardias no me quitan ojo de encima después del incidente del robo del libro, ¡necesito tu ayuda!\n\nSé un buen amigo y consígueme algo, ¿vale?\n\nDespués lo mejor será tirarlo por el váter después de cogerlo de $ItemLocation."	"После случая с украденной книгой охранники постоянно следят за мной, поэтому мне нужна твоя помощь!\n\nБудь другом, забери для меня кое-что!\n\n$ItemLocation — вот где оно. Смой в туалет, как достанешь."	"Il fatto è che le guardie mi tengono d’occhio dopo l’incidente del libro rubato, quindi mi serve il tuo aiuto!\n\nSii gentile e prendi qualcosa per me, ok?\n\nPoi sarà meglio buttarlo nel wc una volta preso da $ItemLocation."	问题是， 自从上次的偷书事件之后， 守卫们就把我盯得死死的， 所以我需要你的帮助！ \n\n帮我收集点东西如何？ 就当帮朋友一把。 \n\n你从 $ItemLocation 把东西拿到后， 最好把它丢进抽水马桶冲掉。 	実はよお、 こないだの本の 盗難事件以来、 看守に目を つけられちまってね。 だからあんたの助けが 必要なんだ！\n\nオレのためにひと肌抜いで、 あるモノを 回収してきてくれないか？\n\nんでもって、 $ItemLocation からそいつを 手に入れたら、 トイレに流しちまうのが一番さ。		
Text.Quest.Freeman.Desc3	"Estou preocupado com os outros presos.\n\nAcho que eles querem me machucar, mas estou ficando velho demais para uma luta manual.\n\nVocê poderia me fazer algo para proteger-me?"	"Ich mache mir einige Sorgen, wegen der anderen Insassen.\n\nIch glaube, sie wollen mir wehtun, aber ich bin zu alt für einen traditionellen Faustkampf.\n\nKönntest du mir etwas zum Schutz herstellen?"	"Les autres prisonniers m'inquiètent.\n\nJe crois qu'ils veulent me faire du mal, mais je suis trop vieux pour un combat à l'ancienne.\n\nPeux-tu me fabriquer quelque chose pour me protéger ?"	"Los demás presos me preocupan un poco.\n\nCreo que planean hacerme algo, pero estoy demasiado mayor para liarme a puñetazos con alguien.\n\n¿Podrías hacerme algo para protegerme?"	"Я немного беспокоюсь из-за других заключенных\n\nМне кажется, они хотят моей крови, но у меня уже возраст не тот для обычного кулачного боя.\n\nМожешь сделать мне что-нибудь для защиты?"	Mi preoccupano un po' gli altri detenuti\n\nPenso che vogliano farmi del male ma non ho più l'età per una scazzottata tradizionale.\n\nPotresti creare qualcosa con cui mi possa proteggere?	其他囚犯让我有点不安\n\n我觉得他们想伤害我， 但我年纪太大， 没力气打架了。 \n\n你能给我制作一把防身的家伙吗？ 	ちょいと気になる囚人がいてな…\n\nおそらくオレをぶっ殺したいようが、 オレはこのとおりの老いぼれでね。 殴り合いになったら勝ち目はねえ。\n\nそこでなんだが、 護身用の武器を作ってくれないか？		
Text.Quest.Freeman.Desc4	Mesmo com essa arma, ainda estou um pouco preocupado com alguns presos.\n\nVocê parece forte… e täo musculoso!\n\nQue tal dar uma liçäo em um par deles por mim?	Selbst mit dieser Waffe mache ich mir Sorgen wegen ein paar Knackis in diesem Laden.\n\nDu siehst stark aus ... und muskulös!\n\nKönntest du jemandem für mich wehtun?	"Même avec cette arme, quelques détenus m'inquiètent dans le coin.\n\nTu as l'air fort... et musclé !\n\nEst-ce que tu peux t'occuper de quelqu'un pour moi ?"	"Incluso con esta arma, estoy un poco preocupado por un par de presos.\n\nPareces fuerte… ¡y musculoso!\n\n¿Podrías repartir un par de mamporros por mí?"	Даже с этим оружием я все равно побаиваюсь парочки зэков.\n\nА у тебя такие мускулы!\n\nНе проучишь кое-кого ради меня?	Anche con quest’arma ho comunque paura di un paio di detenuti qui dentro.\n\nTu sembri forte... e che muscoli!\n\nPotresti picchiare qualcuno per me?	即使有了这把武器， 这里有几名囚犯还是让我担惊受怕。 \n\n你看起来年轻力壮！ \n\n能否替我教训个人呢？ 	こうした武器を 手にしたところで、 このムショには 厄介な囚人が ほかにもいてだな…\n\nあんたは筋肉モリモリで 強そうだろ！\n\nオレの代わりに、 あいつらを 痛めつけてくれないか？		
Text.Quest.Freeman.Desc5	Você fez bem. Muito bem.\n\nO problema que tenho agora é seus cúmplices atrás de vingança.\n\nPreciso que você tire eles da minha cola!	"Gut gemacht. Wirklich gut.\n\nAber jetzt habe ich das Problem, dass ihr Komplize Rache will.\n\nDu musst ihn mir vom Hals schaffen!"	"Tu t'en es bien sorti. Vraiment bien.\n\nNéanmoins, son complice veut se venger.\n\nJ'ai besoin que tu m'en débarrasses !"	Lo has hecho bien. Muy bien.\n\nEl problema que tengo ahora es que sus cómplices buscan venganza.\n\n¡Necesito que me los quites de encima!	"Ты молодец. На самом деле.\n\nНо теперь кореша этой твари жаждут крови.\n\nМне нужна твоя помощь, чтобы они от меня отвязались!"	Bel lavoro. Davvero bel lavoro.\n\nIl problema ora è che il loro complice è in cerca di sangue.\n\nHo bisogno che me li tolga dalle costole!	你干得很好。 真的很好。 \n\n不过我现在的问题是他们的同伙要找我算账。 \n\n我需要你帮我把他们赶跑！ 	よくやったぜ、 マジでよくやった。\n\n問題はだな、 今度はあいつのツレが 報復を望んでるってことさ。\n\nあの野郎を 追っ払ってくれ！		
Text.Quest.Freeman.Desc6	"Muito obrigado por sua ajuda... Todo este trabalho duro que VOCÊ está fazendo, me deu vontade de ler!\n\nQue tal conseguir um livro para mim, parceiro?"	"Vielen Dank für deine Hilfe ... All die schwere Arbeit die DU erledigst, bringt mich in Stimmung, was Gutes zu lesen!\n\nWie wäre es, wenn du mir ein Buch beschaffst, Kumpel?"	"Merci beaucoup pour ton aide... Tout ce travail que TU fais me donne envie de lire !\n\nEt si tu m'apportais un livre, mon pote ?"	Muchas gracias por tu ayuda… ¡Todo este trabajo duro que ESTÁS haciendo me está dando ganas de leer!\n\n¿Qué tal si me consigues un libro?	"Огромное спасибо за помощь... От того, что ты столько для меня делаешь, у меня появилась охота почитать!\n\nНе раздобудешь мне книжку?"	Grazie mille per il tuo aiuto... Tutto il TUO duro lavoro mi sta facendo venire voglia di una buona lettura!\n\nChe ne dici di prendermi un libro?	十分感谢你的鼎力相助…… 你为我忙活了这么久， 我现在兴致大发突然想好好看本书了！ \n\n朋友， 要不你去帮我弄本书吧？ 	あんたにはマジで助けられたよ、 ありがとう… あんたが色々と奮闘してくれたもんで、 なんだか本を読みたくなってきたぜ！\n\n1冊、届けてくれないか？		
Text.Quest.Freeman.Desc7	"Isto é ruim. MUITO ruim.\n\nLembra de quando deu um jeito em alguns presos? Bem… Eles falaram para um dos guardas.\n\nCreio que já sabe o que tem que fazer, certo?"	"Das ist schlecht, WIRKLICH schlecht.\n\nWeißt du noch, wie du es auf dich genommen hast, ein paar Insassen zu vermöbeln? Nun ... sie haben es einem der Wärter gesagt.\n\nIch glaube, du weißt, was du zu tun hast, oder?"	"C'est pas bon, VRAIMENT pas bon.\n\nTu sais, quand tu t'es occupé des prisonniers... Ils l'ont fait savoir à l'un des gardes.\n\nJe suppose que tu sais ce qu'il te reste à faire, n'est-ce pas ?"	"Esto es malo, MUY malo.\n\n¿Te acuerdas de cuando te encargaste de un par de presos? Bueno... Pues se lo han hecho saber a un guardia.\n\nCreo que ya sabes lo que tienes que hacer, ¿no?"	"Это плохо, ОЧЕНЬ плохо.\n\nПомнишь, когда тебе довелось избить пару заключенных? Ну... Они сообщили об этом кое-кому из охраны.\n\nДумаю, ты знаешь, что теперь делать, верно?"	"Questo è male, MOLTO male.\n\nTi ricordi quando hai picchiato quel paio di detenuti? Beh... hanno fatto in modo che una delle guardie lo sapesse.\n\nPenso tu sappia cosa devi fare adesso, no?"	糟糕， 这下真糟糕了。 \n\n你还记得自己之前教训过的那几个囚犯吗？  呃…… 他们把事情告诉了守卫。 \n\n你现在应该知道要怎么做了吧？ 	こいつはマズい。 ガチでマズいぞ。\n\n前に囚人どもを 痛めつけたろ？ あいつらがだな… 看守にチクりやがったのさ。\n\nとなれば、 やるべきことは 分かってるよな？		
Text.Quest.Freeman.Desc8	"Gostaria muito de sair daqui, mas já sou muito velho para fazer isso.\n\nTenho uma última missäo para você: se você me preparar uma arma 'poderosa', posso esperar tranquilamente que venham atrás de mim.\n\nSe fizer isso por mim, te darei o bilhete de saída deste lugar!"	"Ich wünschte, ich könnte hier raus, aber ich bin einfach zu alt dafür.\n\nIch habe aber noch eine letzte Bitte: wenn du mir eine Waffe mit ordentlich Wumms beschaffen könntest, würde ich hier einfach auf sie warten.\n\nTu das für mich und ich werde dir die Fahrkarte hier raus beschaffen!"	"J'aimerais sortir d'ici, mais je suis trop vieux pour ça.\n\nJ'ai néanmoins une dernière requête : si tu pouvais me trouver une arme vraiment efficace, j'attendrai qu'ils viennent me chercher.\n\nFais ça pour moi et je te ferai sortir de là !"	"Me encantaría poder salir de aquí, pero soy demasiado viejo.\n\nTengo una última petición: si me preparas un arma con «chispa», puedo esperar tranquilamente a que vengan a por mí.\n\n¡Si haces esto por mí, te daré el billete de salida de aquí!"	"Хочу выбраться отсюда, но боюсь, что уже возраст не тот.\n\nУ меня к тебе последняя просьба: раздобудь для меня оружие посерьезнее и я со спокойной душой буду ждать их прихода.\n\nСделай это для меня, а я дам тебе билет на свободу!"	"Vorrei poter uscire di qui, ma non ho più l'età per farcela.\n\nHo solo una richiesta finale: se potessi prepararmi un’arma molto ‘forte’, non dovrò far altro che aspettare che vengano a prendermi.\n\nFai questo per me e ti darò il biglietto d’uscita da questo posto!"	我也想逃出去， 但我年纪太大了。 \n\n但我还有最后一个请求： 如果你能帮我搞到一把电力十足的武器， 我只需要等他们找上门来就行了。 \n\n帮我找个忙， 我就帮你从这里逃出去！ 	オレだってここから 出たいがね、 この老いさらばえた体じゃ、 最後まで やり遂げられそうもねえ。\n\n最後にひとつだけ 頼みがある。 本物の“切れ味”を 持つ武器ってやつを、 作ってくれないか？ あいつらが来た時に、 迎え撃って やれるようによ？\n\nこの最後の願いを 叶えてくれたら、 シャバへのチケット をくれてやるぜ！		
Text.Quest.Freeman.FirstObjective	Pegue-me $ItemToGet	Besorg mir $ItemToGet	Trouve : $ItemToGet	Tráeme $ItemToGet.	$ItemToGet — достать	Prendimi $ItemToGet	给我弄到 $ItemToGet	$ItemToGet を入手する		
Text.Quest.Freeman.SecondObjective	Pegue-me $ItemToGet	Besorg mir $ItemToGet	Trouve : $ItemToGet	Tráeme $ItemToGet.	$ItemToGet — достать	Prendimi $ItemToGet	给我弄到 $ItemToGet	$ItemToGet を入手する		
Text.Quest.Freeman.ThirdObjective	Descartar de $ItemToDestroy  	Werde $ItemToDestroy los  	Débarrasse-toi de l'objet : $ItemToDestroy 	Deshazte de $ItemToDestroy 	$ItemToDestroy — избавиться 	Sbarazzati di $ItemToDestroy 	销毁 $ItemToDestroy  	$ItemToDestroy を処分する		
Text.Quest.Snooty.Desc	"Eek…. Click! Eeeek, Eeek, Click… Click… Eek, Eeeek!, Click, Click…. Eeek!"	"Iih ... Klick! Iiiih, iiih, klick ... klick ... iih, iiiih! Klick, klick ... Iiih!"	"Eek…. Clic ! Eeeek, eeek, Clic… Clic… Eek, eeeek ! Clic, clic… Eeek !"	"Eek…. ¡Clic! Eeeek, eek, clic… Clic… Eek, ¡Eeeek!, clic, clic… ¡Eeek!"	"И-ик... Щелк! И-и-ик, и-ик, щелк... Щелк... И-ик, и-и-ик! Щелк, щелк... Ик!"	"Eek…. Click! Eeeek, Eeek, Click… Click!… Eek, Eeeek!, Click!, Click!…. Eeek!"	咦…… 嘀嗒！  咦， 咦， 嘀嗒…… 嘀嗒…… 咦， 咦！ 嘀嗒， 嘀嗒…… 咦！ 	ギーギーギー！ クークークー！ ギーギーギー！ クークークークー！ ギークーギークー！		
Text.Quest.Snooty.Desc1	"O pescado está bom e tal, mas gostaria de mudar. Os golfinhos seriam uma boa. Como as tortas!\n\nJá que você tem pernas... por que näo consegue algum pra mim, amigo?"	"Fisch ist toll und so, aber ich hätte gerne etwas Abwechslung, und wir Delfine, nun, wir mögen *eigentlich* sehr gerne süße Sachen. Wie Kuchen!\n\nDa ich sehe, dass du Beine hast ... wieso gehst du nicht und holst mir welchen, Kumpel?"	"J'adore le poisson, mais j'aimerais un peu de changement, nous les dauphins, on aime vraiment les choses sucrées. Comme les gâteaux !\n\nJe vois que tu a des jambes, pourrais-tu aller m'en chercher ?"	"El pescado está bien y tal, pero me gustaría cambiar. A los delfines nos gusta el dulce. ¡Como las tartas!\n\nYa que tú tienes piernas... ¿Por qué no me consigues una?"	"Рыба — это отлично и все такое, но хочется чего-то новенького, мы, дельфины, *на самом деле* просто обожаем сладости. Типа тортов!\n\nКстати, у тебя, кажется, есть ноги: почему бы тебе не принести мне кусочек?"	"Il pesce è fantastico e tutto, ma mi piacerebbe cambiare, noi delfini, beh, a noi *in realtà* piacciono i dolci. Mi piace la torta!\n\nVisto che hai delle gambe, perché non me ne prendi una, amico?"	鱼是不错， 但我想换换口味。 对我们海豚来说， 呃， 我们 *真的* 很喜欢甜食。 比如蛋糕！ \n\n由于你有双腿， 要不你去帮我弄一块蛋糕吧， 朋友。 	魚はいいよね、 サイコーだよ！ けどね、ボクらイルカだって たまには、 その、 変化が 必要っていうか… 甘いモノが 食べたくなるのさ！ ケーキとかね！\n\nキミって 足があるみたいだし、 ケーキを1個、 持ってきてくれないかな？		
Text.RapSheet.Title01	Carne Fresca	Frischfleisch	Bizut	Carne fresca	Свежее мясо	Matricola	新鲜的肉	新入り		
Text.RapSheet.Title02	Réu Primário	Erster Verstoß	Novice	Primera ofensa	Первое нарушение	Primo reato	初犯	初犯者		
Text.RapSheet.Title03	Delinquente Juvenil	Jugendlicher Straftäter	Délinquant juvénile	Delincuente juvenil	Правонарушитель	Giovane delinquente	少年犯	非行少年		
Text.RapSheet.Title04	Ladräozinho Aprendiz	Armseliger Gauner	Petit escroc	Ladrón de poca monta	Мелкий жулик	Ladruncolo	行为不端者	ちんけな悪党		
Text.RapSheet.Title05	Criminoso do Submundo	Untergrundkrimineller	Criminel clandestin	Criminal de bajos fondos	Преступник босс	Criminale dei bassifondi	地下罪犯	犯罪組織の一員		
Text.RapSheet.Title06	Condenado	Sträfling	Taulard	Condenadoo	Осужденный надолго	Detenuto	服刑囚犯	罪人		
Text.RapSheet.Title07	Criminoso Reincidente	Knastbruder	Récidiviste	Habitual	Сиделец	Galeotto	常年罪犯	受刑者		
Text.RapSheet.Title08	Criminoso em Série	Serientäter	Repris de justice	Reincidente	Рецидивист	Criminale seriale	惯犯	常習犯		
Text.RapSheet.Title09	Criminoso Profissional	Berufsverbrecher	Criminel de carrière	Profesional	Криминальный профи	Criminale in carriera	职业罪犯	凶悪犯		
Text.RapSheet.Title10	Condenado a Perpétua	Lebenslänglicher	Prisonnier à perpétuité	A perpetua	Пожизненное	Ergastolano	无期徒刑犯	終身刑囚		
Text.RapSheet.Title11	Fugitivo	Ausbrecher	Évadé	Fugitivoa	Беглец	Latitante	脱逃者	脱獄名人		
Text.Results.Escaped	Você Escapou!	Du bist ausgebrochen!	Tu t'es échappé !	¡Has escapado!	Вы на свободе!	Sei evaso!	你逃出了监狱！ 	脱獄成功！		
Text.Results.Escaped 	VOCÊ ESCAPOU!	DU BIST AUSGEBROCHEN!	TU T'ES ÉCHAPPÉ !	¡HAS ESCAPADO!	ВЫ НА СВОБОДЕ!	SEI EVASO!	你逃出了监狱！ 	脱獄成功！		
Text.Results.FavoursCompleted 	FAVORES COMPLETADOS	GELEISTETE GEFALLEN	SERVICES RENDUS	FAVORES COMPLETADOS	СДЕЛАНО ОДОЛЖЕНИЙ	FAVORI COMPLETATI	完成任务数	完了した頼みごと		
Text.Results.ItemsCrafted 	ITENS CRIADOS	ERSTELLTE GEGENSTÄNDE	OBJETS FABRIQUÉS	ARTÍCULOS CREADOS	СОЗДАНО ПРЕДМЕТОВ	OGGETTI CREATI	制作物品数	作成したアイテム		
Text.Results.Knockouts 	NOCAUTES	K.O.s	ASSOMMÉS	NOQUEOS	НОКАУТЫ	KO	击晕数	気絶させた回数		
Text.Results.LastPlayerLeft	RESTANDO ÚLTIMO JOGADOR	LETZTER SPIELER	DERNIER JOUEUR RESTANT	ÚLTIMO JUGADOR ACTIVO	ОСТАЛСЯ ПОСЛЕДНИЙ ИГРОК	ULTIMO GIOCATORE RIMASTO	最后剩下的玩家	最後に残っていたプレイヤー		
Text.Results.Lost 	VOCÊ PERDEU!	VERLOREN!	TU AS PERDU !	¡HAS PERDIDO!	ВЫ ПРОИГРАЛИ!	HAI PERSO!	你输了！ 	キミの負け！		
Text.Results.NobodyEscaped 	NINGUÉM ESCAPOU!	KEINER IST AUSGEBROCHEN!	PERSONNE NE S'EST ÉCHAPPÉ !	¡NO SE HA ESCAPADO NADIE!	НИКТО НЕ СМОГ СБЕЖАТЬ!	NESSUNO È EVASO!	无人逃脱！ 	誰も脱獄できなかった！		
Text.Results.NoEscapes 	NINGUÉM ESCAPOU!	KEINER IST AUSGEBROCHEN!	PERSONNE NE S'EST ÉCHAPPÉ !	¡NO SE HA ESCAPADO NADIE!	НИКТО НЕ СМОГ СБЕЖАТЬ!	NESSUNO È EVASO!	无人逃脱！ 	誰も脱獄できなかった！		
Text.Results.TilesDestroyed 	BLOCOS DESTRUÍDOS 	ZERSTÖRTE FELDER 	DALLES DÉTRUITES 	BALDOSAS DESTRUIDAS 	УНИЧТОЖЕНО КИРПИЧЕЙ 	CASELLE DISTRUTTE 	摧毁的砖块数 	破壊したタイル		
Text.Results.TimesUp 	TEMPO ESGOTADO!	ZEIT ABGELAUFEN!	PLUS DE TEMPS !	¡SE HA ACABADO EL TIEMPO!	ВРЕМЯ ВЫШЛО!	TEMPO SCADUTO!	时间到！ 	タイムアップ！		
