Text ID	English	German	French	Spanish	Russian	Italian	Chinese	Japanese			
Text.EquipmentStat.Range.Low	Baixo	Niedrig	Faible	Bajo	Низк.	Bassa	低	低			
Text.EquipmentStat.Range.Medium	Médio	Mittel	Moyenne	Medio	Средн.	Media	中	中			
Text.EquipmentStat.Range.High	Alto	Hoch	Élevée	Alto	Высок.	Alta	高	高			
Text.EquipmentStat.OutfitType.None	Nenhum	Keines	Aucun	Ninguno	Нет	Nessuno	无	なし			
Text.EquipmentStat.OutfitType.Guard	Guarda	Wärter	Gardien	Guardaia	Охрана	Guardaia	守卫	看守			
Text.EquipmentStat.OutfitType.Inmate	Presidiário	Häftling	Détenu	Preso	Заключенный	Detenuto	囚犯	囚人			
Text.EquipmentStat.OutfitType.Medic	Médico	Sanitäter	Médecin	Médico	Медик	Médicoo	医生	医務官			
Text.EquipmentStat.OutfitType.Warden	Diretor	Wächter	Directeur	Alcaide	Надзиратель	Direttore	典狱长	所長			
Text.Item.Flour	Farinha de Trigo	Mehlbeutel	Sac de farine	Saco de harina	Мешок муки	Sacco di farina	袋装面粉	小麦粉の袋			
Text.Item.RobotOfficerOutfit	Uniforme de Guarda	Wärter-Kleidung	Tenue de gardien	Uniforme de guardia	Форма охранника	Vestiti da guardia	守卫服装	看守の服			
Text.Item.POWOutfit	Uniforme de Presidiário	Häftlingskleidung	Tenue de détenu	Uniforme de preso	Одежда заключ.	Vestiti da detenuto	囚犯服装	囚人服			
Text.EquipmentStat.DamageReduction.Unassigned	N/A	N/A	S/O	N/D	Н/Д	N/A	无	なし			
Text.EquipmentStat.DamageReduction.Low	Baixo	Niedrig	Faible	Bajo	Низк.	Bassa	低	低			
Text.EquipmentStat.DamageReduction.Medium	Médio	Mittel	Moyenne	Medio	Средн.	Media	中	中			
Text.EquipmentStat.DamageReduction.High	Alto	Hoch	Élevée	Alto	Высок.	Alta	高	高			
Text.Item.TubeOfArtPaintsB	Lata de Tinta	Tube Künstlerfarbe	Tube de peinture	Tubo de pinturas	Тюбик краски	Tubetto di pittura	美术颜料管	絵の具			
Text.EquipmentStat.Damage.Highest	Maior	Max.	Max.	Max.	Максимум	Max.	最高	最強			
Text.Item.RedKeyCardCopy	Molde de Cartäo Magnético Vermelho	Schlüsselkarten-Form (rot)	Moule de carte magnétique rouge	Molde de tarjeta roja	Слепок кр. ключ-карты	Stampo chiave elettronica rossa	红色	キーカードの型（赤）			
Text.Item.PurpleKeyCardCopy	Molde de Cartäo Magnético Roxo	Schlüsselkarten-Form (lila)	Moule de carte magnétique violette	Molde de tarjeta lila	Слепок фиол. ключ-карты	Stampo chiave elettronica viola	红色门卡模具	キーカードの型（紫）			
Text.Item.YellowKeyCardCopy	Molde de Cartäo Magnético Amarelo	Schlüsselkarten-Form (gelb)	Moule de carte magnétique jaune	Molde de tarjeta amarilla	Слепок желтой ключ-карты	Stampo chiave elettronica gialla	紫色门卡模具	キーカードの型（黄）			
Text.Item.CyanKeyCardCopy	Molde de Cartäo Magnético Azul	Schlüsselkarten-Form (türkis)	Moule de carte magnétique cyan	Molde de tarjeta cian	Слепок бирюз. ключ-карты	Stampo chiave elettronica azzurra	黄色门卡模具	キーカードの型（水色）			
Text.Item.GreenKeyCardCopy	Molde de Cartäo Magnético Verde	Schlüsselkarten-Form (grün)	Moule de carte magnétique verte	Molde de tarjeta verde	Слепок зелен. ключ-карты	Stampo chiave elettronica verde	青色门卡模具	キーカードの型（緑）			
											
											
											
											
											
END											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
